* --------------------------------------------------------------------------- *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,1.000,1.000,1.000,1.000,,KOR,0.497,0.413,0.982,0.982,,,,HND,0.534,0.534,0.529,0.529,,HND,0.640,0.627,0.957,0.957,,,,LVA,0.478,0.184,0.898,0.898,,KNA,0.856,0.856,0.887,0.883,,,,KAZ,1.000,1.000,1.000,1.000,,GTM,0.943,0.651,0.971,0.808,,,,MDG,0.056,0.056,0.709,0.709,,MLI,0.264,0.264,0.184,0.184,,,,LVA,0.131,0.118,0.999,0.999,,JAM,0.535,0.535,0.743,0.743,,,,MLI,0.264,0.264,0.169,0.117,,MLI,0.264,0.264,0.072,0.072,,,,JAM,0.637,0.567,0.147,0.147,,JAM,0.535,0.535,0.528,0.528
LCA,0.064,0.058,0.864,0.842,,LAO,0.342,0.268,0.938,0.938,,,,HRV,0.671,0.671,0.782,0.766,,HRV,0.778,0.677,0.882,0.880,,,,MAR,0.052,0.052,0.534,0.534,,KOR,0.272,0.076,0.687,0.687,,,,KEN,0.560,0.560,0.506,0.506,,GUY,0.616,0.616,0.721,0.616,,,,MEX,0.049,0.049,0.987,0.987,,MNG,0.316,0.316,0.734,0.734,,,,MAR,0.065,0.065,0.841,0.841,,KAZ,1.000,1.000,1.000,1.000,,,,MNG,0.316,0.316,0.177,0.124,,MNG,0.389,0.368,0.684,0.684,,,,KAZ,1.000,1.000,1.000,0.065,,KAZ,1.000,1.000,1.000,1.000
LKA,0.179,0.169,0.940,0.932,,LBN,1.000,1.000,1.000,1.000,,,,HUN,0.692,0.659,0.807,0.782,,HUN,0.783,0.715,0.920,0.920,,,,MDA,0.040,0.040,0.779,0.779,,LAO,1.000,0.562,1.000,0.874,,,,KGZ,0.550,0.550,0.809,0.809,,HND,0.791,0.575,0.772,0.772,,,,MLI,0.055,0.055,0.470,0.470,,MOZ,0.242,0.242,0.203,0.203,,,,MDA,0.131,0.074,0.995,0.995,,KEN,0.554,0.554,0.469,0.469,,,,MOZ,0.242,0.242,0.372,0.372,,MOZ,0.242,0.242,0.070,0.070,,,,KEN,0.845,0.680,0.435,0.435,,KEN,0.554,0.554,0.211,0.211
LSO,0.034,0.034,0.480,0.472,,LKA,1.000,0.742,1.000,0.984,,,,IDN,0.650,0.650,0.629,0.608,,IDN,0.778,0.711,0.920,0.920,,,,MDG,0.056,0.056,0.292,0.292,,LBN,1.000,1.000,1.000,1.000,,,,KNA,0.974,0.974,0.890,0.887,,HRV,0.670,0.670,0.839,0.718,,,,MNG,0.065,0.065,0.985,0.985,,MRT,0.291,0.291,0.373,0.373,,,,MDG,0.068,0.068,0.709,0.709,,KGZ,0.544,0.544,0.822,0.822,,,,MRT,1.000,0.689,1.000,0.749,,MRT,0.291,0.291,0.134,0.134,,,,KGZ,0.647,0.560,0.093,0.093,,KGZ,0.677,0.574,0.937,0.937
LTU,0.059,0.058,0.984,0.955,,LSO,0.045,0.045,0.798,0.798,,,,IND,0.594,0.594,0.504,0.504,,IND,0.711,0.642,0.914,0.914,,,,MEX,0.049,0.049,0.672,0.672,,LKA,0.180,0.166,0.943,0.871,,,,KOR,1.000,0.794,1.000,0.963,,HUN,0.651,0.651,0.890,0.750,,,,MOZ,0.051,0.051,0.672,0.672,,MUS,0.425,0.425,0.726,0.726,,,,MEX,0.061,0.061,0.987,0.987,,KHM,0.604,0.604,0.379,0.379,,,,MUS,0.425,0.425,0.353,0.203,,MUS,0.524,0.498,0.693,0.693,,,,KHM,0.921,0.774,0.761,0.524,,KHM,0.604,0.604,0.082,0.082
LVA,0.766,0.126,0.976,0.963,,LTU,0.470,0.325,0.971,0.971,,,,IRN,0.753,0.753,0.817,0.702,,IRN,1.000,1.000,1.000,1.000,,,,MLI,0.055,0.055,0.315,0.315,,LSO,0.478,0.193,0.744,0.744,,,,LAO,0.628,0.628,0.444,0.444,,IDN,0.649,0.649,0.945,0.794,,,,MUS,0.086,0.086,0.982,0.982,,MWI,0.251,0.251,0.374,0.374,,,,MLI,0.067,0.067,0.470,0.470,,KOR,0.848,0.825,0.977,0.966,,,,MWI,0.251,0.251,0.325,0.325,,MWI,0.251,0.251,0.127,0.127,,,,KOR,0.810,0.710,0.294,0.139,,KOR,0.681,0.681,0.529,0.529
MAR,0.040,0.040,0.613,0.595,,LVA,0.331,0.242,0.974,0.974,,,,ISL,0.489,0.395,0.824,0.824,,ISL,0.462,0.450,0.990,0.990,,,,MOZ,0.050,0.050,0.171,0.171,,LTU,0.261,0.077,0.688,0.688,,,,LBN,0.913,0.913,0.730,0.721,,IND,0.592,0.592,0.904,0.767,,,,MWI,0.052,0.052,0.738,0.737,,MYS,0.369,0.261,0.848,0.848,,,,MNG,0.080,0.080,0.985,0.985,,LAO,0.623,0.623,0.396,0.396,,,,MYS,0.208,0.208,0.191,0.191,,MYS,0.256,0.232,0.603,0.603,,,,LAO,0.741,0.737,0.588,0.418,,LAO,0.623,0.623,0.093,0.093
MDA,0.043,0.037,0.811,0.802,,MAR,0.254,0.254,0.961,0.961,,,,ITA,0.823,0.823,0.971,0.884,,ITA,1.000,1.000,1.000,1.000,,,,MRT,0.061,0.061,0.228,0.228,,LVA,0.185,0.087,0.704,0.704,,,,LCA,0.617,0.617,0.819,0.819,,IRN,0.752,0.752,0.993,0.868,,,,MYS,0.041,0.041,0.985,0.984,,NAM,0.143,0.143,0.496,0.496,,,,MOZ,0.062,0.062,0.672,0.672,,LKA,0.761,0.761,0.779,0.776,,,,NAM,0.384,0.185,0.458,0.458,,NAM,0.143,0.143,0.256,0.256,,,,LKA,0.905,0.818,0.451,0.238,,LKA,0.761,0.761,0.282,0.282
MDG,0.044,0.044,0.341,0.332,,MDA,0.128,0.045,0.878,0.878,,,,JAM,0.528,0.528,0.654,0.654,,KAZ,1.000,1.000,1.000,1.000,,,,MUS,0.103,0.091,0.938,0.848,,MAR,0.734,0.326,0.780,0.780,,,,LKA,0.764,0.764,0.893,0.867,,ISL,0.344,0.344,0.675,0.675,,,,NAM,0.029,0.029,0.944,0.944,,NER,0.251,0.251,0.167,0.167,,,,MUS,0.108,0.108,0.982,0.982,,LSO,0.529,0.529,0.464,0.464,,,,NER,0.251,0.251,0.293,0.293,,NER,0.251,0.251,0.056,0.056,,,,LSO,0.807,0.652,0.441,0.441,,LSO,0.529,0.529,0.224,0.224
MEX,0.052,0.044,0.796,0.785,,MEX,0.238,0.222,0.954,0.954,,,,KAZ,1.000,1.000,1.000,1.000,,KEN,0.549,0.549,0.840,0.840,,,,MWI,0.052,0.052,0.309,0.309,,MDA,0.036,0.036,0.638,0.638,,,,LSO,0.535,0.535,0.339,0.339,,ITA,0.821,0.821,0.930,0.849,,,,NER,0.052,0.052,0.235,0.235,,NIC,0.273,0.273,0.536,0.536,,,,MWI,0.064,0.064,0.738,0.737,,LTU,0.794,0.655,0.881,0.881,,,,NIC,0.273,0.273,0.273,0.194,,NIC,0.273,0.273,0.266,0.266,,,,LTU,0.759,0.665,0.179,0.130,,LTU,0.638,0.638,0.771,0.771
MKD,0.067,0.054,0.770,0.751,,MKD,0.068,0.067,0.864,0.864,,,,KEN,0.548,0.548,0.448,0.448,,KGZ,0.622,0.546,0.883,0.883,,,,MYS,0.042,0.042,0.671,0.671,,MDG,1.000,1.000,1.000,1.000,,,,LTU,0.767,0.671,0.945,0.945,,KAZ,1.000,1.000,1.000,1.000,,,,NPL,0.055,0.055,0.848,0.848,,NPL,0.263,0.263,0.374,0.374,,,,MYS,0.052,0.052,0.985,0.984,,LVA,0.543,0.543,0.848,0.848,,,,NPL,0.263,0.263,0.370,0.370,,NPL,0.263,0.263,0.214,0.214,,,,LVA,0.647,0.546,0.044,0.044,,LVA,0.543,0.543,0.589,0.589
MLI,0.043,0.043,0.383,0.373,,MLI,0.056,0.056,0.614,0.614,,,,KGZ,0.537,0.537,0.654,0.654,,KHM,0.716,0.703,0.958,0.958,,,,NER,0.052,0.052,0.132,0.132,,MEX,0.234,0.121,0.709,0.709,,,,LVA,0.552,0.552,0.898,0.898,,KEN,0.812,0.592,0.773,0.773,,,,OMN,0.065,0.065,0.987,0.987,,PAK,0.330,0.330,0.422,0.422,,,,NAM,0.036,0.036,0.944,0.944,,MAR,0.573,0.573,0.420,0.420,,,,PAK,0.330,0.330,0.497,0.362,,PAK,0.330,0.330,0.305,0.305,,,,MAR,0.874,0.723,0.683,0.475,,MAR,0.573,0.573,0.187,0.187
MNG,0.072,0.065,0.889,0.869,,MNG,0.553,0.346,0.966,0.966,,,,KNA,0.972,0.972,0.910,0.895,,KNA,0.972,0.972,0.939,0.924,,,,NIC,0.057,0.057,0.490,0.490,,MKD,0.056,0.056,0.732,0.624,,,,MAR,0.579,0.579,0.534,0.534,,KGZ,0.536,0.536,0.700,0.700,,,,PAK,0.069,0.069,0.717,0.716,,PAN,1.000,1.000,1.000,1.000,,,,NER,0.064,0.064,0.235,0.235,,MDA,0.509,0.509,0.801,0.801,,,,PAN,1.000,1.000,1.000,1.000,,PAN,1.000,1.000,1.000,0.636,,,,MDA,0.606,0.515,0.058,0.058,,MDA,0.509,0.509,0.817,0.817
MOZ,0.039,0.039,0.262,0.254,,MOZ,0.055,0.054,0.868,0.868,,,,KOR,0.670,0.670,0.763,0.747,,KOR,0.892,0.837,0.985,0.982,,,,NPL,0.055,0.055,0.570,0.570,,MLI,0.050,0.050,0.545,0.545,,,,MDA,0.515,0.515,0.779,0.779,,KHM,1.000,0.740,1.000,0.853,,,,PAN,0.206,0.206,0.977,0.977,,PER,0.418,0.418,0.715,0.715,,,,NPL,0.067,0.067,0.848,0.848,,MEX,0.586,0.586,0.697,0.697,,,,PER,0.418,0.418,0.826,0.468,,PER,0.514,0.463,0.591,0.591,,,,MEX,0.697,0.662,0.408,0.290,,MEX,0.586,0.586,0.310,0.310
MRT,0.048,0.048,0.244,0.238,,MRT,0.061,0.061,0.723,0.723,,,,LAO,0.617,0.617,0.396,0.375,,LAO,0.739,0.698,0.938,0.938,,,,OMN,0.837,0.383,0.910,0.910,,MNG,0.699,0.375,0.935,0.808,,,,MDG,0.576,0.576,0.292,0.292,,KNA,0.971,0.971,0.806,0.796,,,,PER,0.087,0.087,0.989,0.989,,PHL,0.381,0.381,0.680,0.680,,,,OMN,0.088,0.088,0.987,0.987,,MLI,0.569,0.569,0.179,0.179,,,,PHL,0.381,0.381,0.726,0.384,,PHL,0.381,0.381,0.342,0.342,,,,MLI,0.677,0.593,0.117,0.117,,MLI,0.569,0.569,0.072,0.072
MUS,0.092,0.084,0.880,0.865,,MUS,0.735,0.432,0.967,0.963,,,,LBN,0.913,0.913,0.667,0.648,,LBN,0.913,0.913,1.000,0.951,,,,PAK,0.069,0.069,0.390,0.390,,MOZ,0.434,0.165,0.723,0.723,,,,MEX,0.593,0.593,0.672,0.672,,KOR,0.668,0.668,0.884,0.756,,,,PHL,0.080,0.080,0.982,0.982,,POL,0.482,0.386,0.896,0.896,,,,PAK,0.084,0.084,0.717,0.716,,MNG,0.625,0.625,0.717,0.717,,,,POL,0.272,0.272,0.343,0.243,,POL,0.482,0.386,0.859,0.859,,,,MNG,0.744,0.648,0.165,0.118,,MNG,0.625,0.625,0.684,0.684
MWI,0.041,0.041,0.345,0.335,,MWI,0.443,0.342,0.977,0.977,,,,LCA,0.604,0.604,0.674,0.674,,LKA,0.919,0.894,0.984,0.966,,,,PAN,0.206,0.206,0.805,0.760,,MRT,0.055,0.055,0.803,0.681,,,,MLI,0.575,0.575,0.315,0.315,,LAO,1.000,0.739,1.000,0.854,,,,PRY,0.057,0.057,0.986,0.986,,PRY,0.279,0.279,0.618,0.618,,,,PAN,0.254,0.254,0.977,0.977,,MOZ,0.550,0.550,0.198,0.198,,,,PRY,0.748,0.444,0.758,0.548,,PRY,0.279,0.279,0.345,0.345,,,,MOZ,0.655,0.648,0.372,0.372,,MOZ,0.550,0.550,0.070,0.070
MYS,0.043,0.031,0.652,0.645,,MYS,0.354,0.280,0.979,0.979,,,,LKA,0.758,0.758,0.940,0.810,,LSO,0.524,0.524,0.798,0.798,,,,PER,0.086,0.087,0.880,0.795,,MUS,0.414,0.184,0.904,0.794,,,,MOZ,0.556,0.556,0.171,0.171,,LBN,0.913,0.913,0.909,0.872,,,,ROM,0.165,0.165,0.990,0.990,,ROM,1.000,1.000,1.000,1.000,,,,PER,0.106,0.106,0.989,0.989,,MRT,0.592,0.592,0.364,0.364,,,,ROM,0.812,0.812,0.045,0.040,,ROM,1.000,1.000,1.000,1.000,,,,MRT,1.000,0.868,1.000,0.718,,MRT,0.592,0.592,0.134,0.134
NER,0.041,0.041,0.152,0.147,,NAM,0.032,0.032,0.875,0.875,,,,LSO,0.522,0.522,0.382,0.382,,LTU,0.764,0.756,0.971,0.971,,,,PHL,0.080,0.080,0.644,0.644,,MWI,0.934,0.823,0.960,0.960,,,,MRT,0.597,0.597,0.228,0.228,,LKA,0.757,0.757,0.913,0.800,,,,RUS,0.322,0.247,0.998,0.998,,RUS,0.914,0.726,0.893,0.893,,,,PHL,0.097,0.097,0.982,0.982,,MUS,0.707,0.707,0.722,0.717,,,,RUS,0.515,0.515,0.095,0.063,,RUS,0.515,0.515,0.344,0.344,,,,MUS,0.842,0.746,0.353,0.173,,MUS,0.707,0.707,0.693,0.693
NGA,0.064,0.064,0.438,0.430,,NER,0.053,0.053,0.590,0.590,,,,LTU,0.665,0.639,0.811,0.773,,LVA,0.650,0.647,0.974,0.974,,,,POL,0.668,0.312,0.911,0.911,,MYS,0.197,0.069,0.693,0.693,,,,MUS,0.713,0.713,0.878,0.848,,LSO,0.521,0.521,0.744,0.744,,,,RWA,0.053,0.053,0.799,0.799,,RWA,0.252,0.252,0.347,0.347,,,,PRY,0.071,0.071,0.986,0.986,,MWI,0.557,0.557,0.365,0.365,,,,RWA,0.866,0.592,0.687,0.687,,RWA,0.252,0.252,0.109,0.109,,,,MWI,0.663,0.642,0.325,0.325,,MWI,0.557,0.557,0.127,0.127
NIC,0.062,0.046,0.705,0.686,,NGA,0.081,0.081,0.641,0.641,,,,LVA,0.754,0.562,0.783,0.783,,MAR,0.679,0.669,0.961,0.961,,,,PRY,0.058,0.058,0.631,0.631,,NAM,0.308,0.127,0.746,0.746,,,,MWI,0.562,0.562,0.309,0.309,,LTU,0.626,0.626,0.886,0.731,,,,SAU,0.024,0.024,0.993,0.993,,SAU,0.124,0.124,0.691,0.691,,,,ROM,0.205,0.205,0.990,0.990,,MYS,0.565,0.565,0.828,0.828,,,,SAU,0.124,0.124,0.259,0.259,,SAU,0.152,0.128,0.467,0.467,,,,MYS,0.672,0.611,0.191,0.191,,MYS,0.565,0.565,0.603,0.603
NPL,0.043,0.043,0.594,0.578,,NIC,0.481,0.339,0.972,0.972,,,,MAR,0.566,0.566,0.478,0.478,,MDA,0.581,0.504,0.878,0.878,,,,ROM,0.198,0.175,0.989,0.918,,NER,0.048,0.048,0.461,0.461,,,,MYS,0.574,0.574,0.671,0.671,,LVA,0.532,0.532,0.704,0.704,,,,SEN,0.048,0.048,0.623,0.623,,SDN,0.334,0.334,0.273,0.273,,,,RUS,0.347,0.273,0.998,0.998,,NAM,0.450,0.450,0.484,0.484,,,,SDN,1.000,0.662,1.000,0.735,,SDN,0.334,0.334,0.040,0.040,,,,NAM,0.687,0.563,0.458,0.458,,NAM,0.450,0.450,0.256,0.256
OMN,0.067,0.065,0.960,0.936,,NPL,0.465,0.348,0.975,0.975,,,,MDA,0.502,0.502,0.651,0.651,,MEX,0.692,0.673,0.954,0.954,,,,RWA,0.052,0.052,0.273,0.273,,NGA,0.074,0.074,0.783,0.680,,,,NER,0.562,0.562,0.132,0.132,,MAR,0.914,0.623,0.927,0.781,,,,SLE,0.056,0.056,0.571,0.570,,SEN,0.233,0.233,0.250,0.250,,,,RWA,0.064,0.064,0.799,0.799,,NER,0.556,0.556,0.163,0.163,,,,SEN,0.233,0.233,0.346,0.346,,SEN,0.233,0.233,0.043,0.043,,,,NER,0.662,0.632,0.293,0.293,,NER,0.556,0.556,0.056,0.056
PAK,0.054,0.054,0.369,0.362,,OMN,0.327,0.289,0.949,0.949,,,,MDG,0.565,0.565,0.266,0.266,,MKD,0.619,0.619,0.864,0.864,,,,SAU,0.024,0.024,0.810,0.810,,NIC,1.000,0.539,1.000,0.845,,,,NIC,0.588,0.588,0.490,0.490,,MDA,0.500,0.500,0.638,0.638,,,,SLV,0.068,0.068,0.966,0.966,,SLE,0.268,0.268,0.327,0.327,,,,SAU,0.031,0.031,0.993,0.993,,NIC,0.582,0.582,0.524,0.524,,,,SLE,0.268,0.268,0.281,0.197,,SLE,0.268,0.268,0.110,0.110,,,,NIC,0.693,0.629,0.273,0.193,,NIC,0.582,0.582,0.266,0.266
PAN,0.223,0.169,0.711,0.707,,PAK,0.070,0.070,0.727,0.727,,,,MEX,0.577,0.577,0.633,0.633,,MLI,0.565,0.565,0.614,0.614,,,,SLV,0.068,0.068,0.671,0.671,,NPL,0.979,0.843,0.953,0.953,,,,NLD,0.572,0.572,0.904,0.904,,MDG,1.000,1.000,1.000,1.000,,,,SWZ,0.041,0.041,0.936,0.935,,SLV,0.327,0.327,0.597,0.597,,,,SEN,0.059,0.059,0.623,0.623,,NLD,0.696,0.565,0.874,0.874,,,,SLV,0.327,0.327,0.484,0.350,,SLV,0.327,0.327,0.365,0.365,,,,NLD,0.666,0.591,0.144,0.144,,NLD,0.559,0.559,0.583,0.583
PER,0.097,0.088,0.904,0.889,,PAN,1.000,1.000,1.000,1.000,,,,MKD,0.618,0.618,0.635,0.601,,MNG,0.751,0.736,0.966,0.966,,,,SVN,0.461,0.291,0.939,0.939,,OMN,0.540,0.245,0.891,0.763,,,,NOR,0.465,0.378,0.955,0.955,,MEX,0.576,0.576,0.859,0.718,,,,TCD,0.059,0.059,0.388,0.388,,SVK,1.000,1.000,1.000,1.000,,,,SLE,0.068,0.068,0.571,0.570,,NOR,0.409,0.348,0.895,0.895,,,,SVK,0.564,0.564,0.043,0.030,,SVK,1.000,0.887,1.000,0.931,,,,NOR,0.328,0.328,0.005,0.005,,NOR,0.328,0.328,0.558,0.558
PHL,0.088,0.076,0.820,0.806,,PER,0.420,0.354,0.948,0.945,,,,MLI,0.563,0.563,0.299,0.299,,MOZ,0.545,0.545,0.868,0.868,,,,SWZ,0.041,0.041,0.344,0.344,,PAK,0.063,0.063,0.780,0.677,,,,NPL,0.574,0.574,0.570,0.570,,MKD,0.616,0.616,0.744,0.635,,,,TGO,0.053,0.053,0.820,0.820,,SVN,0.334,0.284,0.922,0.922,,,,SLV,0.083,0.083,0.966,0.966,,NPL,0.569,0.569,0.365,0.365,,,,SVN,0.189,0.189,0.032,0.032,,SVN,0.334,0.255,0.837,0.837,,,,NPL,0.677,0.669,0.370,0.370,,NPL,0.569,0.569,0.214,0.214
POL,0.058,0.055,0.958,0.930,,PHL,0.387,0.299,0.936,0.936,,,,MNG,0.618,0.618,0.733,0.695,,MRT,0.588,0.588,0.723,0.723,,,,THA,0.071,0.071,0.806,0.806,,PAN,1.000,0.663,1.000,0.959,,,,NZL,0.648,0.508,0.960,0.960,,MLI,0.562,0.562,0.545,0.545,,,,THA,0.070,0.070,0.977,0.977,,SWZ,0.201,0.201,0.419,0.419,,,,SWZ,0.051,0.051,0.936,0.935,,NZL,0.430,0.430,0.827,0.827,,,,SWZ,0.201,0.201,0.255,0.255,,SWZ,0.201,0.201,0.092,0.092,,,,NZL,0.660,0.566,0.532,0.532,,NZL,0.430,0.430,0.216,0.216
PRY,0.062,0.045,0.672,0.654,,POL,0.462,0.306,0.969,0.969,,,,MOZ,0.544,0.544,0.204,0.204,,MUS,0.851,0.830,0.965,0.964,,,,TJK,0.054,0.054,0.824,0.824,,PER,0.421,0.261,0.925,0.816,,,,OMN,0.780,0.780,0.957,0.932,,MNG,0.916,0.664,0.969,0.812,,,,TUN,0.039,0.039,0.969,0.969,,TGO,0.252,0.252,0.477,0.477,,,,TCD,0.072,0.072,0.388,0.388,,PAK,0.619,0.619,0.412,0.412,,,,TGO,0.676,0.257,0.400,0.400,,TGO,0.252,0.252,0.173,0.173,,,,PAK,0.736,0.706,0.464,0.328,,PAK,0.619,0.619,0.305,0.305
ROM,0.181,0.169,0.927,0.920,,PRY,0.186,0.099,0.891,0.891,,,,MRT,0.586,0.586,0.190,0.190,,MWI,0.732,0.671,0.977,0.977,,,,TUR,0.062,0.062,0.834,0.834,,PHL,0.869,0.464,0.992,0.859,,,,PAK,0.624,0.624,0.390,0.390,,MOZ,0.543,0.543,0.723,0.723,,,,TUR,0.061,0.061,0.989,0.989,,THA,0.346,0.346,0.646,0.646,,,,TGO,0.064,0.064,0.820,0.820,,PAN,0.840,0.840,0.840,0.769,,,,THA,0.929,0.387,0.796,0.523,,THA,0.346,0.346,0.300,0.300,,,,PAN,1.000,1.000,1.000,0.583,,PAN,0.840,0.840,0.447,0.418
RUS,0.108,0.099,0.914,0.900,,ROM,0.536,0.222,0.918,0.907,,,,MUS,0.701,0.701,0.726,0.723,,MYS,0.739,0.683,0.979,0.979,,,,UKR,0.438,0.077,0.860,0.860,,POL,0.257,0.058,0.682,0.682,,,,PAN,0.844,0.844,0.727,0.710,,MRT,0.585,0.585,0.803,0.677,,,,TZA,0.055,0.055,0.821,0.821,,TJK,0.320,0.288,0.791,0.791,,,,THA,0.088,0.088,0.977,0.977,,PER,0.681,0.681,0.712,0.704,,,,TJK,0.260,0.260,0.155,0.155,,TJK,0.477,0.416,0.920,0.920,,,,PER,0.811,0.786,0.826,0.391,,PER,0.681,0.681,0.591,0.591
