* --------------------------------------------------------------------------- *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,0.041,0.041,0.340,0.331,,RUS,0.497,0.483,0.962,0.961,,,,MWI,0.551,0.551,0.269,0.269,,NAM,0.444,0.444,0.875,0.875,,,,URY,0.049,0.049,0.738,0.738,,PRY,0.279,0.152,0.863,0.716,,,,PER,0.687,0.687,0.821,0.790,,MUS,0.699,0.699,0.941,0.792,,,,UGA,0.057,0.057,0.856,0.856,,TTO,0.250,0.248,0.837,0.837,,,,TUN,0.049,0.049,0.969,0.969,,PHL,0.650,0.650,0.677,0.665,,,,TTO,0.545,0.268,0.464,0.464,,TTO,0.250,0.249,0.785,0.785,,,,PHL,0.773,0.736,0.441,0.327,,PHL,0.650,0.650,0.342,0.342
SAU,0.025,0.025,0.941,0.941,,RWA,0.446,0.289,0.967,0.967,,,,MYS,0.555,0.555,0.523,0.523,,NER,0.552,0.552,0.590,0.590,,,,VCT,0.519,0.134,0.872,0.872,,ROM,0.148,0.148,0.901,0.838,,,,PHL,0.654,0.654,0.644,0.644,,MWI,0.975,0.908,0.960,0.960,,,,UKR,1.000,1.000,1.000,1.000,,TUN,0.195,0.195,0.623,0.623,,,,TUR,0.077,0.077,0.989,0.989,,POL,0.786,0.639,0.875,0.875,,,,TUN,0.195,0.195,0.355,0.355,,TUN,0.195,0.195,0.234,0.234,,,,POL,0.751,0.698,0.364,0.262,,POL,0.631,0.631,0.859,0.859
SDN,0.055,0.055,0.383,0.375,,SAU,0.117,0.083,0.929,0.929,,,,NER,0.550,0.550,0.118,0.118,,NGA,0.645,0.645,0.641,0.641,,,,VEN,0.052,0.052,0.727,0.727,,RUS,0.481,0.117,0.922,0.801,,,,POL,0.640,0.640,0.911,0.911,,MYS,0.553,0.553,0.693,0.693,,,,URY,0.048,0.048,0.989,0.989,,TUR,0.307,0.307,0.587,0.587,,,,TZA,0.067,0.067,0.821,0.821,,PRY,0.594,0.594,0.603,0.603,,,,TUR,1.000,0.669,1.000,0.736,,TUR,0.307,0.307,0.343,0.343,,,,PRY,0.907,0.779,0.806,0.546,,PRY,0.594,0.594,0.345,0.345
SEN,0.038,0.038,0.390,0.385,,SDN,0.071,0.071,0.557,0.557,,,,NGA,0.644,0.644,0.361,0.348,,NIC,0.699,0.694,0.972,0.972,,,,VUT,0.051,0.051,0.506,0.506,,RWA,0.938,0.798,0.949,0.949,,,,PRY,0.600,0.600,0.631,0.631,,NAM,0.441,0.441,0.746,0.746,,,,VEN,0.051,0.051,0.984,0.984,,TZA,0.264,0.264,0.473,0.473,,,,UGA,0.070,0.070,0.856,0.856,,ROM,0.819,0.819,0.944,0.853,,,,TZA,1.000,1.000,1.000,1.000,,TZA,0.264,0.264,0.041,0.041,,,,ROM,0.819,0.819,0.045,0.026,,ROM,0.819,0.819,0.867,0.802
SLB,0.032,0.032,0.447,0.442,,SEN,0.049,0.049,0.707,0.707,,,,NIC,0.576,0.576,0.550,0.550,,NLD,0.773,0.728,0.996,0.996,,,,ZWE,0.048,0.048,0.439,0.439,,SAU,0.112,0.055,0.706,0.706,,,,ROM,0.823,0.823,0.884,0.869,,NER,0.549,0.549,0.461,0.461,,,,VNM,0.052,0.052,0.971,0.971,,UGA,0.273,0.273,0.463,0.463,,,,UKR,1.000,1.000,1.000,1.000,,RUS,0.960,0.776,0.893,0.890,,,,UGA,0.273,0.273,0.388,0.276,,UGA,0.273,0.273,0.087,0.087,,,,RUS,0.918,0.772,0.095,0.051,,RUS,0.771,0.771,0.344,0.344
SLE,0.044,0.044,0.428,0.417,,SLB,0.042,0.042,0.706,0.706,,,,NLD,0.884,0.795,0.958,0.958,,NOR,0.479,0.450,0.998,0.998,,,,,,,,,,SDN,0.064,0.064,0.585,0.510,,,,RWA,0.565,0.565,0.273,0.273,,NGA,0.643,0.643,0.783,0.655,,,,ZAF,0.041,0.041,0.988,0.988,,UKR,0.346,0.246,0.850,0.850,,,,URY,0.061,0.061,0.989,0.989,,RWA,0.559,0.559,0.339,0.339,,,,UKR,0.195,0.195,0.116,0.116,,UKR,0.241,0.211,0.545,0.545,,,,RWA,0.944,0.818,0.687,0.687,,RWA,0.559,0.559,0.109,0.109
SLV,0.074,0.057,0.727,0.711,,SLE,0.475,0.427,0.988,0.988,,,,NOR,0.448,0.370,0.834,0.834,,NPL,0.684,0.682,0.975,0.975,,,,,,,,,,SEN,0.044,0.044,0.557,0.557,,,,SAU,0.486,0.486,0.810,0.810,,NIC,1.000,0.742,1.000,0.851,,,,ZAR,0.055,0.055,0.836,0.836,,URY,0.243,0.243,0.651,0.651,,,,VEN,0.065,0.065,0.984,0.984,,SAU,0.474,0.474,0.675,0.675,,,,URY,0.833,0.550,0.670,0.670,,URY,0.243,0.243,0.293,0.293,,,,SAU,0.564,0.530,0.259,0.259,,SAU,0.474,0.474,0.467,0.467
SVK,0.113,0.103,0.879,0.867,,SLV,0.329,0.267,0.941,0.941,,,,NPL,0.563,0.563,0.463,0.463,,NZL,0.559,0.546,0.991,0.991,,,,,,,,,,SLB,0.579,0.261,0.782,0.782,,,,SLV,0.631,0.631,0.671,0.671,,NLD,0.543,0.543,0.731,0.731,,,,ZWE,0.048,0.048,0.907,0.907,,VEN,0.256,0.256,0.674,0.674,,,,VNM,0.064,0.064,0.971,0.971,,SDN,0.619,0.619,0.267,0.267,,,,VEN,0.687,0.347,0.472,0.472,,VEN,0.315,0.272,0.515,0.515,,,,SDN,0.951,0.860,0.935,0.661,,SDN,0.619,0.619,0.040,0.040
SVN,0.039,0.038,0.945,0.929,,SVN,0.318,0.242,0.977,0.977,,,,NZL,0.592,0.532,0.882,0.882,,OMN,0.905,0.872,0.971,0.953,,,,,,,,,,SLE,1.000,0.626,1.000,0.873,,,,SVN,0.563,0.563,0.939,0.939,,NOR,0.315,0.315,0.681,0.681,,,,,,,,,,VNM,0.251,0.251,0.586,0.586,,,,ZAF,0.051,0.051,0.988,0.988,,SEN,0.545,0.545,0.244,0.244,,,,VNM,0.251,0.251,0.243,0.243,,VNM,0.251,0.251,0.309,0.309,,,,SEN,0.648,0.634,0.346,0.346,,SEN,0.545,0.545,0.043,0.043
SWZ,0.031,0.031,0.558,0.552,,SWZ,0.042,0.042,0.801,0.801,,,,OMN,0.754,0.754,0.960,0.825,,PAK,0.614,0.614,0.727,0.727,,,,,,,,,,SLV,0.956,0.482,0.981,0.846,,,,SWE,0.444,0.398,0.949,0.949,,NPL,0.997,0.916,0.953,0.953,,,,,,,,,,ZAF,0.250,0.213,0.768,0.768,,,,ZAR,0.067,0.067,0.836,0.836,,SLE,0.571,0.571,0.320,0.320,,,,ZAF,0.203,0.203,0.111,0.111,,ZAF,0.360,0.259,0.811,0.811,,,,SLE,0.679,0.618,0.281,0.195,,SLE,0.571,0.571,0.110,0.110
TCD,0.046,0.046,0.217,0.211,,TCD,0.059,0.059,0.709,0.709,,,,PAK,0.613,0.613,0.288,0.288,,PAN,1.000,0.987,1.000,0.992,,,,,,,,,,SVK,0.518,0.185,0.936,0.826,,,,SWZ,0.531,0.531,0.344,0.344,,NZL,0.417,0.417,0.680,0.680,,,,,,,,,,ZAR,0.261,0.261,0.308,0.308,,,,ZWE,0.058,0.058,0.907,0.907,,SLV,0.626,0.626,0.583,0.583,,,,ZAR,0.261,0.261,0.146,0.146,,ZAR,0.261,0.261,0.201,0.201,,,,SLV,0.745,0.711,0.453,0.323,,SLV,0.626,0.626,0.365,0.365
TGO,0.041,0.041,0.520,0.505,,TGO,0.254,0.194,0.935,0.935,,,,PAN,0.836,0.836,0.711,0.654,,PER,0.809,0.774,0.947,0.945,,,,,,,,,,SVN,0.033,0.033,0.674,0.674,,,,THA,0.663,0.663,0.806,0.806,,OMN,0.751,0.751,0.985,0.860,,,,,,,,,,ZWE,0.230,0.230,0.605,0.605,,,,,,,,,,SVK,1.000,1.000,1.000,1.000,,,,ZWE,0.616,0.341,0.500,0.500,,ZWE,0.230,0.230,0.090,0.090,,,,SVK,0.798,0.798,0.043,0.024,,SVK,0.798,0.798,0.911,0.911
THA,0.077,0.072,0.926,0.906,,THA,0.343,0.257,0.934,0.934,,,,PER,0.676,0.676,0.745,0.732,,PHL,0.771,0.727,0.936,0.936,,,,,,,,,,SWZ,0.439,0.246,0.776,0.776,,,,TJK,0.573,0.573,0.824,0.824,,PAK,0.612,0.612,0.780,0.664,,,,,,,,,,,,,,,,,,,,,,,,SVN,0.689,0.594,0.901,0.901,,,,,,,,,,,,,,,,,,SVN,0.553,0.553,0.032,0.032,,SVN,0.553,0.553,0.837,0.837
TJK,0.059,0.051,0.814,0.792,,TJK,0.460,0.351,0.977,0.977,,,,PHL,0.644,0.644,0.676,0.652,,POL,0.756,0.746,0.969,0.969,,,,,,,,,,TCD,0.054,0.054,0.745,0.625,,,,TUR,0.659,0.659,0.834,0.834,,PAN,0.836,0.836,0.968,0.891,,,,,,,,,,,,,,,,,,,,,,,,SWE,0.453,0.381,0.889,0.889,,,,,,,,,,,,,,,,,,SWE,0.433,0.377,0.104,0.104,,SWE,0.364,0.364,0.715,0.715
TKM,0.113,0.096,0.811,0.800,,TTO,0.195,0.183,0.955,0.955,,,,POL,0.622,0.622,0.790,0.750,,PRY,0.681,0.607,0.891,0.891,,,,,,,,,,TGO,0.936,0.557,0.863,0.863,,,,UKR,0.526,0.526,0.860,0.860,,PER,0.675,0.675,0.963,0.795,,,,,,,,,,,,,,,,,,,,,,,,SWZ,0.524,0.524,0.409,0.409,,,,,,,,,,,,,,,,,,SWZ,0.624,0.585,0.255,0.255,,SWZ,0.524,0.524,0.092,0.092
TUN,0.042,0.037,0.831,0.821,,TUN,0.337,0.311,0.990,0.990,,,,PRY,0.588,0.588,0.524,0.524,,ROM,0.942,0.825,0.903,0.901,,,,,,,,,,THA,0.063,0.063,0.832,0.723,,,,URY,0.599,0.599,0.738,0.738,,PHL,0.955,0.691,0.992,0.831,,,,,,,,,,,,,,,,,,,,,,,,TGO,0.558,0.558,0.466,0.466,,,,,,,,,,,,,,,,,,TGO,0.850,0.667,0.400,0.400,,TGO,0.558,0.558,0.173,0.173
TUR,0.065,0.058,0.873,0.851,,TUR,0.300,0.261,0.947,0.947,,,,ROM,0.814,0.814,0.927,0.838,,RUS,0.914,0.897,0.981,0.965,,,,,,,,,,TJK,0.049,0.049,0.675,0.675,,,,USA,0.653,0.653,0.891,0.891,,POL,0.620,0.620,0.878,0.720,,,,,,,,,,,,,,,,,,,,,,,,THA,0.657,0.657,0.643,0.633,,,,,,,,,,,,,,,,,,THA,1.000,0.797,1.000,0.485,,THA,0.657,0.657,0.300,0.300
TZA,0.043,0.043,0.309,0.301,,TZA,0.060,0.057,0.837,0.837,,,,RUS,0.764,0.764,0.914,0.793,,RWA,0.672,0.661,0.967,0.967,,,,,,,,,,TKM,0.094,0.094,0.823,0.722,,,,VCT,0.568,0.568,0.872,0.872,,PRY,0.586,0.586,0.863,0.728,,,,,,,,,,,,,,,,,,,,,,,,TJK,0.567,0.567,0.773,0.773,,,,,,,,,,,,,,,,,,TJK,0.675,0.603,0.155,0.155,,TJK,0.706,0.570,0.920,0.920
UGA,0.045,0.045,0.221,0.215,,UGA,0.277,0.193,0.928,0.928,,,,RWA,0.553,0.553,0.266,0.266,,SAU,0.554,0.515,0.929,0.929,,,,,,,,,,TTO,0.331,0.132,0.726,0.726,,,,VEN,0.609,0.609,0.727,0.727,,ROM,0.813,0.813,0.872,0.793,,,,,,,,,,,,,,,,,,,,,,,,TTO,0.580,0.580,0.817,0.817,,,,,,,,,,,,,,,,,,TTO,0.884,0.727,0.672,0.472,,TTO,0.580,0.580,0.785,0.785
UKR,0.044,0.040,0.891,0.880,,UKR,0.339,0.194,0.961,0.961,,,,SAU,0.488,0.472,0.770,0.770,,SDN,0.615,0.615,0.557,0.557,,,,,,,,,,TUN,0.421,0.183,0.750,0.750,,,,VUT,0.564,0.564,0.506,0.506,,RUS,0.762,0.762,0.916,0.806,,,,,,,,,,,,,,,,,,,,,,,,TUN,0.523,0.523,0.609,0.609,,,,,,,,,,,,,,,,,,TUN,0.623,0.611,0.355,0.355,,TUN,0.523,0.523,0.234,0.234
URY,0.053,0.048,0.894,0.882,,URY,0.416,0.348,0.983,0.983,,,,SDN,0.614,0.614,0.299,0.299,,SEN,0.540,0.540,0.707,0.707,,,,,,,,,,TUR,0.293,0.121,0.848,0.716,,,,ZWE,0.546,0.546,0.439,0.439,,RWA,0.979,0.894,0.949,0.949,,,,,,,,,,,,,,,,,,,,,,,,TUR,0.651,0.651,0.585,0.575,,,,,,,,,,,,,,,,,,TUR,1.000,0.930,1.000,0.743,,TUR,0.651,0.651,0.343,0.343
VCT,0.052,0.052,0.980,0.966,,VCT,0.230,0.157,0.926,0.926,,,,SEN,0.538,0.538,0.310,0.310,,SLB,0.507,0.507,0.706,0.706,,,,,,,,,,TZA,0.050,0.050,0.622,0.622,,,,,,,,,,SAU,0.458,0.458,0.706,0.706,,,,,,,,,,,,,,,,,,,,,,,,TZA,0.570,0.570,0.462,0.462,,,,,,,,,,,,,,,,,,TZA,1.000,1.000,1.000,1.000,,TZA,0.570,0.570,0.041,0.041
VEN,0.054,0.047,0.817,0.792,,VEN,0.251,0.141,0.913,0.913,,,,SLB,0.505,0.505,0.358,0.358,,SLE,0.751,0.723,0.988,0.988,,,,,,,,,,UGA,0.808,0.385,0.956,0.795,,,,,,,,,,SDN,0.613,0.613,0.585,0.498,,,,,,,,,,,,,,,,,,,,,,,,UGA,0.575,0.575,0.452,0.452,,,,,,,,,,,,,,,,,,UGA,0.685,0.646,0.388,0.271,,UGA,0.575,0.575,0.087,0.087
VUT,0.040,0.040,0.543,0.527,,VNM,0.440,0.383,0.985,0.985,,,,SLE,0.565,0.565,0.334,0.334,,SLV,0.742,0.705,0.941,0.941,,,,,,,,,,UKR,0.192,0.111,0.715,0.715,,,,,,,,,,SEN,0.537,0.537,0.557,0.557,,,,,,,,,,,,,,,,,,,,,,,,UKR,0.519,0.519,0.830,0.830,,,,,,,,,,,,,,,,,,UKR,0.618,0.541,0.116,0.116,,UKR,0.519,0.519,0.545,0.545
ZAF,0.044,0.040,0.855,0.845,,VUT,0.056,0.055,0.860,0.860,,,,SLV,0.620,0.620,0.599,0.569,,SVN,0.661,0.660,0.977,0.977,,,,,,,,,,URY,0.515,0.242,0.758,0.758,,,,,,,,,,SLB,0.815,0.559,0.782,0.782,,,,,,,,,,,,,,,,,,,,,,,,URY,0.591,0.591,0.635,0.635,,,,,,,,,,,,,,,,,,URY,0.999,0.856,0.970,0.696,,URY,0.591,0.591,0.293,0.293
ZAR,0.043,0.043,0.390,0.379,,ZWE,0.052,0.052,0.875,0.875,,,,SVK,0.790,0.790,0.879,0.779,,SWE,0.502,0.487,0.997,0.997,,,,,,,,,,VCT,0.228,0.127,0.713,0.713,,,,,,,,,,SLE,1.000,0.782,1.000,0.873,,,,,,,,,,,,,,,,,,,,,,,,USA,1.000,1.000,1.000,1.000,,,,,,,,,,,,,,,,,,USA,0.638,0.638,0.054,0.039,,USA,0.638,0.638,0.506,0.506
ZWE,0.037,0.037,0.440,0.434,,,,,,,,,,SVN,0.543,0.543,0.758,0.758,,SWZ,0.519,0.519,0.801,0.801,,,,,,,,,,VEN,0.247,0.084,0.692,0.692,,,,,,,,,,SLV,1.000,0.712,1.000,0.840,,,,,,,,,,,,,,,,,,,,,,,,VEN,0.601,0.601,0.658,0.658,,,,,,,,,,,,,,,,,,VEN,0.917,0.758,0.726,0.498,,VEN,0.601,0.601,0.515,0.515
,,,,,,,,,,,,,,SWE,0.500,0.418,0.842,0.842,,TCD,0.577,0.577,0.709,0.709,,,,,,,,,,VNM,0.444,0.181,0.728,0.728,,,,,,,,,,SVK,0.788,0.788,0.930,0.832,,,,,,,,,,,,,,,,,,,,,,,,VNM,0.566,0.566,0.572,0.572,,,,,,,,,,,,,,,,,,VNM,0.673,0.628,0.243,0.243,,VNM,0.566,0.566,0.309,0.309
,,,,,,,,,,,,,,SWZ,0.517,0.517,0.448,0.448,,TGO,0.661,0.622,0.935,0.935,,,,,,,,,,VUT,0.780,0.426,0.819,0.819,,,,,,,,,,SVN,0.541,0.541,0.674,0.674,,,,,,,,,,,,,,,,,,,,,,,,ZAF,0.536,0.536,0.750,0.750,,,,,,,,,,,,,,,,,,ZAF,0.638,0.558,0.111,0.111,,ZAF,0.536,0.536,0.811,0.811
,,,,,,,,,,,,,,TCD,0.576,0.576,0.169,0.169,,THA,0.778,0.730,0.934,0.934,,,,,,,,,,ZAF,0.037,0.037,0.666,0.666,,,,,,,,,,SWE,0.522,0.355,0.750,0.750,,,,,,,,,,,,,,,,,,,,,,,,ZAR,0.564,0.564,0.301,0.301,,,,,,,,,,,,,,,,,,ZAR,0.671,0.597,0.146,0.146,,ZAR,0.564,0.564,0.201,0.201
,,,,,,,,,,,,,,TGO,0.552,0.552,0.406,0.406,,TJK,0.746,0.682,0.977,0.977,,,,,,,,,,ZAR,0.267,0.064,0.683,0.683,,,,,,,,,,SWZ,0.765,0.562,0.776,0.776,,,,,,,,,,,,,,,,,,,,,,,,ZWE,0.540,0.540,0.591,0.591,,,,,,,,,,,,,,,,,,ZWE,0.824,0.696,0.500,0.500,,ZWE,0.540,0.540,0.090,0.090
,,,,,,,,,,,,,,THA,0.650,0.650,0.763,0.738,,TTO,0.682,0.665,0.955,0.955,,,,,,,,,,ZWE,0.232,0.075,0.691,0.691,,,,,,,,,,TCD,0.575,0.575,0.745,0.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,TJK,0.561,0.561,0.635,0.635,,TUN,0.685,0.666,0.990,0.990,,,,,,,,,,,,,,,,,,,,,,,,TGO,0.977,0.747,0.863,0.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,TKM,0.712,0.712,0.811,0.671,,TUR,0.770,0.740,0.947,0.947,,,,,,,,,,,,,,,,,,,,,,,,THA,0.648,0.648,0.869,0.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,TUN,0.515,0.515,0.667,0.667,,TZA,0.565,0.565,0.837,0.837,,,,,,,,,,,,,,,,,,,,,,,,TJK,0.560,0.560,0.675,0.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,TUR,0.643,0.643,0.719,0.692,,UGA,0.682,0.633,0.928,0.928,,,,,,,,,,,,,,,,,,,,,,,,TKM,0.711,0.711,0.818,0.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,TZA,0.564,0.564,0.241,0.241,,UKR,0.622,0.605,0.961,0.961,,,,,,,,,,,,,,,,,,,,,,,,TTO,0.566,0.566,0.863,0.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,UGA,0.569,0.569,0.172,0.172,,URY,0.775,0.729,0.983,0.983,,,,,,,,,,,,,,,,,,,,,,,,TUN,0.763,0.519,0.750,0.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,UKR,0.511,0.511,0.714,0.714,,USA,0.749,0.706,0.937,0.937,,,,,,,,,,,,,,,,,,,,,,,,TUR,0.641,0.641,0.900,0.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,URY,0.583,0.583,0.711,0.711,,VCT,0.663,0.614,0.926,0.926,,,,,,,,,,,,,,,,,,,,,,,,TZA,0.562,0.562,0.622,0.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,USA,0.623,0.623,0.748,0.711,,VEN,0.710,0.640,0.913,0.913,,,,,,,,,,,,,,,,,,,,,,,,UGA,0.918,0.642,0.937,0.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,VCT,0.586,0.578,0.779,0.779,,VNM,0.743,0.708,0.985,0.985,,,,,,,,,,,,,,,,,,,,,,,,UKR,0.510,0.510,0.715,0.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,VEN,0.593,0.593,0.637,0.637,,VUT,0.554,0.554,0.860,0.860,,,,,,,,,,,,,,,,,,,,,,,,URY,0.863,0.601,0.919,0.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,VUT,0.552,0.552,0.424,0.424,,ZWE,0.536,0.536,0.875,0.875,,,,,,,,,,,,,,,,,,,,,,,,USA,0.620,0.620,0.881,0.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ZAF,0.528,0.528,0.686,0.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCT,0.552,0.552,0.713,0.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ZAR,0.558,0.558,0.304,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN,0.591,0.591,0.840,0.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ZWE,0.534,0.534,0.349,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNM,0.558,0.558,0.728,0.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT,0.923,0.673,0.819,0.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZAF,0.527,0.527,0.666,0.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZAR,0.557,0.557,0.683,0.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZWE,0.533,0.533,0.691,0.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,